65920.0,66000.0,66060.0,66200.0,66220.0,66260.0,66360.0,66500.0,66540.0,66560.0,66640.0,66700.0,66740.0,66800.0,66820.0,67000.0,67020.0,67120.0,67200.0,67440.0,67460.0,67480.0,67580.0,67600.0,67620.0,67640.0,67660.0,67680.0,67700.0,67720.0,67740.0,67760.0,67780.0,67800.0,67820.0,67840.0,67860.0,67880.0,67900.0,67920.0,68000.0,68020.0,68060.0,68080.0,68280.0,68300.0,68380.0,68400.0,68500.0,68560.0,68580.0,68640.0,68680.0,68700.0,68740.0,68760.0,68800.0,68840.0,68880.0,68900.0,68940.0,68960.0,69100.0,69180.0,69240.0,69280.0,69320.0,69340.0,69440.0,69460.0,69520.0,69540.0,69580.0,69780.0,69800.0,69820.0,69840.0,69860.0,70120.0,70500.0,70700.0,71080.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.924,5.676,1.588,0.921,16.292,0.524,0.721,13.308,0.365,1.607,15.031,1.052,0.385,0.598,10.91,0.0,16.41,17.669,0.203,5.457999999999999,0.018,0.002,0.142,1.183,5.606,54.82000000000002,67.40599999999998,83.52599999999997,71.355,141.14400000000003,103.951,66.62000000000003,61.11900000000003,78.08300000000007,231.53099999999995,77.37299999999999,86.95599999999996,76.47200000000001,42.788000000000025,2.828,30.047,0.0,0.029,0.026,0.272,0.43,0.296,13.707,9.642,1.881,0.031,0.438,0.024,12.367,1.163,12.816,0.0,1.1500000000000001,0.522,0.332,0.005,0.565,0.0,1.01,0.721,15.57,0.907,0.006,3.17,0.908,1.436,0.005,0.004,0.719,1.522,0.724,0.049,6.601,0.004,0.008,0.403,0.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.924,5.676,1.588,0.921,17.197,0.524,0.721,13.308,0.365,1.607,15.031,1.052,0.385,0.598,10.91,0.747,16.41,17.669,0.203,5.457999999999999,0.018,0.002,14.94,1.185,18.090999999999998,62.21200000000002,67.40599999999998,90.70899999999996,71.355,117.28799999999994,103.782,69.15500000000003,61.10600000000003,77.56500000000008,209.21799999999996,77.225,93.14499999999992,89.525,57.52200000000003,2.8499999999999996,30.047,2.0,0.029,0.026,0.272,0.43,0.296,13.707,9.642,1.881,0.029,3.42,0.024,18.842,1.163,12.816,0.871,1.1500000000000001,0.522,0.332,0.145,0.565,0.0,0.0,0.721,15.57,0.907,0.006,3.17,0.908,5.028,0.005,0.004,1.6099999999999999,1.522,0.724,0.049,6.601,0.004,0.008,0.403,0.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.588,0.0,0.003,0.0,0.0,0.0,0.0,1.467,15.031,0.0,0.385,0.0,0.0,0.0,15.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.423,43.286000000000016,58.83499999999999,86.99499999999996,70.30100000000002,75.07700000000004,104.224,63.01000000000001,54.11700000000001,77.24600000000007,218.78799999999998,79.15900000000002,85.71199999999995,82.50999999999995,42.788000000000025,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,12.816,0.0,0.0,0.0,0.0,0.005,0.0,0.023,0.0,0.0,15.57,0.0,0.006,0.0,0.0,1.463,0.005,0.0,0.0,0.089,0.0,0.049,0.715,0.004,0.008,0.003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.588,0.921,16.292,0.0,0.0,0.0,0.0,1.607,15.031,0.0,0.385,0.598,10.312,0.0,15.368,0.0,0.003,0.0,0.018,0.0,0.0,0.0,4.423,43.286000000000016,58.83499999999999,83.25599999999999,66.73700000000002,112.08999999999997,100.83299999999998,65.01200000000001,56.937000000000005,76.79700000000007,247.9,78.18200000000002,85.77999999999994,82.50999999999995,42.788000000000025,0.0,30.047,0.0,0.029,0.0,0.272,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.024,12.367,1.163,12.816,0.0,0.0,0.0,0.332,0.005,0.0,0.0,0.0,0.721,15.57,0.907,0.006,4.896,0.908,1.436,0.005,0.0,0.719,1.52,0.0,0.049,5.887,0.004,0.008,0.003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.588,0.921,16.292,0.524,0.721,0.0,0.361,1.607,15.031,1.052,0.385,0.598,10.312,0.0,15.368,0.0,0.003,5.457999999999999,0.018,0.002,0.0,0.0,4.423,43.286000000000016,58.83499999999999,83.67699999999998,66.73700000000002,112.08799999999997,103.739,62.930000000000014,57.17300000000002,75.99300000000007,212.427,78.17500000000001,85.77999999999994,82.50999999999995,42.788000000000025,0.0,30.047,0.0,0.029,0.026,0.272,0.23,0.296,0.0,0.0,0.0,0.0,0.0,0.024,12.367,1.163,7.12,0.0,0.0,0.522,0.332,0.005,0.0,0.0,0.0,0.721,15.57,0.907,0.006,4.896,0.908,1.436,0.005,0.004,0.719,1.52,0.724,0.049,5.887,0.004,0.008,0.003,0.0
